efta,justice_gov_url,dataset,original_size,scan_size,diff_bytes,diff_pct,content_type,ocr_text
EFTA01305875,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01305875.pdf,10,1275609,1005975,-269634,-21.14,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01305875&efta_number=EFTA01305875
EFTA02397369,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02397369.pdf,11,2350233,2081131,-269102,-11.45,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02397369&efta_number=EFTA02397369
EFTA01026069,https://www.justice.gov/epstein/files/DataSet%209/EFTA01026069.pdf,9,894938,627663,-267275,-29.87,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01026069&efta_number=EFTA01026069
EFTA01597975,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01597975.pdf,10,1257417,992062,-265355,-21.10,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01597975&efta_number=EFTA01597975
EFTA01308181,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01308181.pdf,10,1120903,855593,-265310,-23.67,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01308181&efta_number=EFTA01308181
EFTA01656447,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01656447.pdf,10,332124,67653,-264471,-79.63,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01656447&efta_number=EFTA01656447
EFTA01301398,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01301398.pdf,10,9232911,8969513,-263398,-2.85,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01301398&efta_number=EFTA01301398
EFTA01600321,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01600321.pdf,10,261403,4321,-257082,-98.35,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01600321&efta_number=EFTA01600321
EFTA01656432,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01656432.pdf,10,323763,67737,-256026,-79.08,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01656432&efta_number=EFTA01656432
EFTA02255570,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02255570.pdf,11,15838310,15583451,-254859,-1.61,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02255570&efta_number=EFTA02255570
EFTA01305815,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01305815.pdf,10,1133079,880195,-252884,-22.32,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01305815&efta_number=EFTA01305815
EFTA01943164,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01943164.pdf,10,526626,273797,-252829,-48.01,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01943164&efta_number=EFTA01943164
EFTA01301535,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01301535.pdf,10,305048,64362,-240686,-78.90,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01301535&efta_number=EFTA01301535
EFTA00222670,https://www.justice.gov/epstein/files/DataSet%209/EFTA00222670.pdf,9,7749774,7511769,-238005,-3.07,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00222670&efta_number=EFTA00222670
EFTA00233059,https://www.justice.gov/epstein/files/DataSet%209/EFTA00233059.pdf,9,17426220,17660462,234242,1.34,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00233059&efta_number=EFTA00233059
EFTA00226849,https://www.justice.gov/epstein/files/DataSet%209/EFTA00226849.pdf,9,15561870,15793669,231799,1.49,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00226849&efta_number=EFTA00226849
EFTA00060876,https://www.justice.gov/epstein/files/DataSet%209/EFTA00060876.pdf,9,3066996,3298576,231580,7.55,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00060876&efta_number=EFTA00060876
EFTA00562779,https://www.justice.gov/epstein/files/DataSet%209/EFTA00562779.pdf,9,1308987,1080803,-228184,-17.43,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00562779&efta_number=EFTA00562779
EFTA01111095,https://www.justice.gov/epstein/files/DataSet%209/EFTA01111095.pdf,9,3863849,3639038,-224811,-5.82,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01111095&efta_number=EFTA01111095
EFTA01624590,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01624590.pdf,10,986187,767674,-218513,-22.16,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01624590&efta_number=EFTA01624590
EFTA01196505,https://www.justice.gov/epstein/files/DataSet%209/EFTA01196505.pdf,9,1198188,980935,-217253,-18.13,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01196505&efta_number=EFTA01196505
EFTA00562650,https://www.justice.gov/epstein/files/DataSet%209/EFTA00562650.pdf,9,1308830,1092706,-216124,-16.51,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00562650&efta_number=EFTA00562650
EFTA00224912,https://www.justice.gov/epstein/files/DataSet%209/EFTA00224912.pdf,9,1019439,805542,-213897,-20.98,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00224912&efta_number=EFTA00224912
EFTA02445559,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02445559.pdf,11,335564,121807,-213757,-63.70,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02445559&efta_number=EFTA02445559
EFTA01195340,https://www.justice.gov/epstein/files/DataSet%209/EFTA01195340.pdf,9,786617,575344,-211273,-26.86,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01195340&efta_number=EFTA01195340
EFTA01619343,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01619343.pdf,10,570461,361265,-209196,-36.67,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01619343&efta_number=EFTA01619343
EFTA00268962,https://www.justice.gov/epstein/files/DataSet%209/EFTA00268962.pdf,9,11798998,11590811,-208187,-1.76,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00268962&efta_number=EFTA00268962
EFTA01123234,https://www.justice.gov/epstein/files/DataSet%209/EFTA01123234.pdf,9,18401207,18194616,-206591,-1.12,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01123234&efta_number=EFTA01123234
EFTA01688396,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01688396.pdf,10,13921335,13715765,-205570,-1.48,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01688396&efta_number=EFTA01688396
EFTA00230494,https://www.justice.gov/epstein/files/DataSet%209/EFTA00230494.pdf,9,29407601,29202980,-204621,-0.70,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00230494&efta_number=EFTA00230494
EFTA00081180,https://www.justice.gov/epstein/files/DataSet%209/EFTA00081180.pdf,9,4986904,4783382,-203522,-4.08,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00081180&efta_number=EFTA00081180
EFTA02001536,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02001536.pdf,10,353411,151522,-201889,-57.13,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02001536&efta_number=EFTA02001536
EFTA02001642,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02001642.pdf,10,354856,153337,-201519,-56.79,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02001642&efta_number=EFTA02001642
EFTA01195669,https://www.justice.gov/epstein/files/DataSet%209/EFTA01195669.pdf,9,361875,160703,-201172,-55.59,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01195669&efta_number=EFTA01195669
EFTA02005826,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02005826.pdf,10,673321,474861,-198460,-29.47,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02005826&efta_number=EFTA02005826
EFTA01719107,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01719107.pdf,10,19501875,19303668,-198207,-1.02,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01719107&efta_number=EFTA01719107
EFTA00204035,https://www.justice.gov/epstein/files/DataSet%209/EFTA00204035.pdf,9,5278931,5081912,-197019,-3.73,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00204035&efta_number=EFTA00204035
EFTA01689026,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01689026.pdf,10,4854063,4657260,-196803,-4.05,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01689026&efta_number=EFTA01689026
EFTA01624751,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01624751.pdf,10,1157589,960797,-196792,-17.00,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01624751&efta_number=EFTA01624751
EFTA00059591,https://www.justice.gov/epstein/files/DataSet%209/EFTA00059591.pdf,9,2364965,2558181,193216,8.17,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00059591&efta_number=EFTA00059591
EFTA01598909,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01598909.pdf,10,1059740,867935,-191805,-18.10,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01598909&efta_number=EFTA01598909
EFTA01303716,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01303716.pdf,10,1013883,822971,-190912,-18.83,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01303716&efta_number=EFTA01303716
EFTA00563188,https://www.justice.gov/epstein/files/DataSet%209/EFTA00563188.pdf,9,1328597,1137824,-190773,-14.36,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00563188&efta_number=EFTA00563188
EFTA01108807,https://www.justice.gov/epstein/files/DataSet%209/EFTA01108807.pdf,9,8208098,8023243,-184855,-2.25,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01108807&efta_number=EFTA01108807
EFTA01316123,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01316123.pdf,10,1035478,853024,-182454,-17.62,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01316123&efta_number=EFTA01316123
EFTA02415533,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02415533.pdf,11,415299,233172,-182127,-43.85,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02415533&efta_number=EFTA02415533
EFTA01196508,https://www.justice.gov/epstein/files/DataSet%209/EFTA01196508.pdf,9,1058254,876139,-182115,-17.21,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01196508&efta_number=EFTA01196508
EFTA01302128,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01302128.pdf,10,1163805,983957,-179848,-15.45,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01302128&efta_number=EFTA01302128
EFTA01303702,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01303702.pdf,10,909491,729689,-179802,-19.77,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01303702&efta_number=EFTA01303702
EFTA00234517,https://www.justice.gov/epstein/files/DataSet%209/EFTA00234517.pdf,9,8090111,7910386,-179725,-2.22,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00234517&efta_number=EFTA00234517
EFTA01301805,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01301805.pdf,10,1100754,921084,-179670,-16.32,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01301805&efta_number=EFTA01301805
EFTA00547675,https://www.justice.gov/epstein/files/DataSet%209/EFTA00547675.pdf,9,1123271,943902,-179369,-15.97,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00547675&efta_number=EFTA00547675
EFTA01308164,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01308164.pdf,10,1235938,1056858,-179080,-14.49,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01308164&efta_number=EFTA01308164
EFTA01303376,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01303376.pdf,10,995239,816497,-178742,-17.96,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01303376&efta_number=EFTA01303376
EFTA00060971,https://www.justice.gov/epstein/files/DataSet%209/EFTA00060971.pdf,9,2650446,2828543,178097,6.72,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00060971&efta_number=EFTA00060971
EFTA01962397,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01962397.pdf,10,424613,246773,-177840,-41.88,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01962397&efta_number=EFTA01962397
EFTA01653060,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01653060.pdf,10,3671157,3496859,-174298,-4.75,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01653060&efta_number=EFTA01653060
EFTA01195330,https://www.justice.gov/epstein/files/DataSet%209/EFTA01195330.pdf,9,705677,533102,-172575,-24.46,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01195330&efta_number=EFTA01195330
EFTA01618853,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01618853.pdf,10,470825,299125,-171700,-36.47,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01618853&efta_number=EFTA01618853
EFTA00176485,https://www.justice.gov/epstein/files/DataSet%209/EFTA00176485.pdf,9,4563246,4398353,-164893,-3.61,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00176485&efta_number=EFTA00176485
EFTA00004248,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004248.pdf,3,548465,383611,-164854,-30.06,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00004248&efta_number=EFTA00004248
EFTA00259587,https://www.justice.gov/epstein/files/DataSet%209/EFTA00259587.pdf,9,75250543,75089101,-161442,-0.21,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00259587&efta_number=EFTA00259587
EFTA00203989,https://www.justice.gov/epstein/files/DataSet%209/EFTA00203989.pdf,9,1409858,1248467,-161391,-11.45,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00203989&efta_number=EFTA00203989
EFTA01616829,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616829.pdf,10,2452569,2292796,-159773,-6.51,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01616829&efta_number=EFTA01616829
EFTA00562585,https://www.justice.gov/epstein/files/DataSet%209/EFTA00562585.pdf,9,1309139,1150041,-159098,-12.15,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00562585&efta_number=EFTA00562585
EFTA01652419,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01652419.pdf,10,803937,645104,-158833,-19.76,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01652419&efta_number=EFTA01652419
EFTA02336601,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02336601.pdf,11,205945,47486,-158459,-76.94,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02336601&efta_number=EFTA02336601
EFTA00230208,https://www.justice.gov/epstein/files/DataSet%209/EFTA00230208.pdf,9,31982403,31824098,-158305,-0.49,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00230208&efta_number=EFTA00230208
EFTA00203959,https://www.justice.gov/epstein/files/DataSet%209/EFTA00203959.pdf,9,1430949,1272952,-157997,-11.04,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00203959&efta_number=EFTA00203959
EFTA01308170,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01308170.pdf,10,1814931,1656940,-157991,-8.71,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01308170&efta_number=EFTA01308170
EFTA01108851,https://www.justice.gov/epstein/files/DataSet%209/EFTA01108851.pdf,9,9084269,8926301,-157968,-1.74,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01108851&efta_number=EFTA01108851
EFTA02408940,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02408940.pdf,11,383342,226508,-156834,-40.91,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02408940&efta_number=EFTA02408940
EFTA01309619,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01309619.pdf,10,1143866,989824,-154042,-13.47,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01309619&efta_number=EFTA01309619
EFTA01026136,https://www.justice.gov/epstein/files/DataSet%209/EFTA01026136.pdf,9,745447,592217,-153230,-20.56,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01026136&efta_number=EFTA01026136
EFTA01624589,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01624589.pdf,10,997086,844007,-153079,-15.35,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01624589&efta_number=EFTA01624589
EFTA00204005,https://www.justice.gov/epstein/files/DataSet%209/EFTA00204005.pdf,9,1388603,1235841,-152762,-11.00,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00204005&efta_number=EFTA00204005
EFTA00234324,https://www.justice.gov/epstein/files/DataSet%209/EFTA00234324.pdf,9,8401531,8250349,-151182,-1.80,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00234324&efta_number=EFTA00234324
EFTA01310123,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01310123.pdf,10,1065551,914578,-150973,-14.17,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01310123&efta_number=EFTA01310123
EFTA00203839,https://www.justice.gov/epstein/files/DataSet%209/EFTA00203839.pdf,9,1373586,1223659,-149927,-10.92,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00203839&efta_number=EFTA00203839
EFTA02694304,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02694304.pdf,11,301899,152832,-149067,-49.38,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02694304&efta_number=EFTA02694304
EFTA02361010,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02361010.pdf,11,270074,122392,-147682,-54.68,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02361010&efta_number=EFTA02361010
EFTA00203905,https://www.justice.gov/epstein/files/DataSet%209/EFTA00203905.pdf,9,1311346,1163843,-147503,-11.25,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00203905&efta_number=EFTA00203905
EFTA01026108,https://www.justice.gov/epstein/files/DataSet%209/EFTA01026108.pdf,9,773506,627250,-146256,-18.91,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01026108&efta_number=EFTA01026108
EFTA01196501,https://www.justice.gov/epstein/files/DataSet%209/EFTA01196501.pdf,9,1074824,930088,-144736,-13.47,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01196501&efta_number=EFTA01196501
EFTA00607051,https://www.justice.gov/epstein/files/DataSet%209/EFTA00607051.pdf,9,3203302,3059127,-144175,-4.50,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00607051&efta_number=EFTA00607051
